,locations
11689,芳古园一区第二社区
11690,高家坡社区
11691,木樨地西
11692,永康胡同
11693,怪村环岛
11694,河槽总站
11695,小鲁店南
11696,树行村
11697,水杨红
11698,东下营
11699,木林
11700,朱辛庄新区东
11701,西红门南站
11702,康各庄路西站
11703,龙门庄村
11704,杨户庄村北
11705,东瓮各庄村
11706,东辛房西
11707,燕山宾馆
11708,新发地桥南
11709,碾子湾村
11710,三五九车站
11711,兵马营一站
11712,前大营
11713,沙垡
11714,光明殿胡同
11715,胭脂胡同
11716,北京社会管理职业学院
11717,榴乡桥北
11718,前朱各庄村
11719,大兴庄镇政府
11720,西四
11721,河北村
11722,后尖平村
11723,华北科技学院
11724,金乡东社区
11725,新西庄村
11726,澜西园
11727,小红门路口南
11728,北宫门
11729,南宫社区
11730,长龙苑小区
11731,小辛峰村
11732,龙泉花园
11733,宣武门西
11734,西坝河
11735,燕郊半壁店村
11736,斋堂客运站
11737,平谷水峪
11738,兴安营村
11739,白米社区
11740,桥东小区居委会
11741,建欣苑社区
11742,火器营桥
11743,功德寺社区
11744,石楼村
11745,南辛庄户村
11746,拓然家园南门
11747,南白村
11748,龙城花园社区
11749,苏家屯东
11750,原子能研究院
11751,天香颐北里
11752,富豪村口
11753,太玉园小区路口
11754,黄垡村
11755,密云长城环岛西
11756,北街家园一区
11757,地铁回龙观东大街站
11758,双埠头村
11759,中坞
11760,南口村
11761,北新家园
11762,向阳里社区
11763,宁村
11764,奶西村
11765,原子能院
11766,大皮营
11767,玉安园社区
11768,车公庄西
11769,东马道
11770,昌平南大街
11771,青土涧村
11772,地铁五道口站
11773,枣林西口
11774,东官坊村
11775,八陵雕
11776,八里庄西里社区
11777,泰中花园社区
11778,汾州营
11779,广顺桥北
11780,留民营路口
11781,南新村
11782,小经厂胡同
11783,土桥欣村
11784,耀华佳苑
11785,垡头桥东
11786,龙跃苑二区南门
11787,米市社区
11788,西园一区居委会
11789,王木营西口
11790,西安村
11791,恩济西街南站
11792,华龙苑南里
11793,官高东
11794,康陵园村
11795,知春东里社区
11796,东村
11797,周村南
11798,平谷区医院站
11799,总参测绘局社区
11800,康盛园小区
11801,程家营
11802,三元桥北
11803,垂杨柳
11804,鞑子桥
11805,迎风商场招呼站
11806,季庄小区
11807,林河村口
11808,康庄路西口
11809,水墨林溪小区
11810,横七条路第三社区
11811,招商局站
11812,朱家沟门
11813,穆家坟
11814,龙泉雾北口
11815,角门东里二社区
11816,上地南站
11817,房山体育场
11818,青云店六村
11819,树村社区
11820,吴公卫
11821,仇庄西口
11822,三垡北口
11823,密云脑血管医院
11824,翠微南里社区
11825,军区装备部大院社区
11826,酒仙桥居委会
11827,两峪口
11828,大甜水井
11829,西白辛庄
11830,贺照云村
11831,海一站
11832,牛角峪村
11833,黑山寨
11834,果子市社区
11835,庞各庄镇
11836,双孝南站
11837,丰盛胡同
11838,天通北苑二区北门
11839,密云财政局
11840,高炮二团
11841,牡丹园西
11842,帽山
11843,台湖镇政府西
11844,西山口村
11845,大兴王各庄
11846,锦绣大地市场
11847,星城北门
11848,民强胡同
11849,张家场南站
11850,上岸西口
11851,万红路
11852,温庄子村
11853,怡佳家园
11854,磨石岭
11855,万源路
11856,昌平西关环岛北
11857,西麻各庄村
11858,地安门东
11859,长城无线电厂社区
11860,平头大队
11861,西杜兰
11862,玉蜓桥西
11863,东小马庄村
11864,黄村火车站
11865,黄港桥
11866,道德坑桥头
11867,怡方园小区
11868,盈泰建材
11869,东玉河
11870,昌平三中
11871,后堰上村
11872,翠微路社区
11873,卢沟桥乡
11874,黄港乡政府东站
11875,石家营村
11876,迁善居胡同
11877,靛厂村南站
11878,高井社区
11879,大兴区行政服务中心
11880,栓马桩胡同
11881,胡家营北
11882,大半截胡同
11883,硅谷小区
11884,中国现代文学馆
11885,茅屋胡同
11886,高楼金第
11887,新建开发区
11888,沙窝社区
11889,西黄村社区
11890,兴隆庄村
11891,小沙务村
11892,广润庄路口
11893,北京站口北
11894,朱巴巴胡同
11895,辛庄村
11896,南海子公园公交站
11897,三顺庄
11898,东村家园社区
11899,留庄村
11900,高家堡村
11901,安岳矿
11902,石景山
11903,乐园庄东
11904,崇效寺
11905,苇子峪村
11906,龙爪树村
11907,南海家园
11908,太平仓胡同
11909,天赐良园
11910,国家工商总局
11911,龙跃苑一区南门
11912,二里庄干休所社区
11913,小高丽营村
11914,北郎中村
11915,新房子村
11916,金叵罗
11917,岭东公园站
11918,崎西路
11919,冯村中路南口
11920,内军庄
11921,兴隆城村
11922,军事博物馆社区
11923,榆垡开发区北口
11924,科创街
11925,东半壁店
11926,西楼社区
11927,火扇胡同
11928,管庄东里社区
11929,力源里居委会
11930,上庄卫生院
11931,台港沟路口
11932,五路桥东
11933,宝城公司站
11934,久远庄村
11935,人民大学西门
11936,小堡村
11937,后坨
11938,西红寺
11939,平西府中学
11940,良乡东关西
11941,后南关村
11942,陈良屯
11943,满庄村
11944,玉桥中路
11945,大三槐堂村
11946,二合庄村
11947,神路街
11948,北苑村北站北京青年城
11949,光明胡同
11950,红卫路社区
11951,延庆四小
11952,五区社区
11953,燕化设计院
11954,草甸水
11955,丰益桥东
11956,燕化前进副食
11957,石窝路口
11958,北土门
11959,京南交易中心
11960,桑马房
11961,民航管理干部学院
11962,老虎庙
11963,马家楼桥北
11964,分钟寺桥西
11965,四环胡同
11966,冯西园
11967,大次洛
11968,宣武门西大街社区
11969,怀柔区政府
11970,右安门桥
11971,彰化村
11972,罗家坟村
11973,密云建材市场
11974,南顿垡南口
11975,棠花胡同
11976,万寿路口北
11977,白浮北桥
11978,门头沟圈门
11979,太平桥
11980,芍药居居委会
11981,大新开胡同
11982,小雅宝胡同
11983,夏场
11984,小汤山医院
11985,大狼垡西站
11986,多宝路
11987,益丰苑小区
11988,诸葛营村
11989,水闸
11990,红井胡同
11991,沙锅村中心村
11992,西庄户
11993,科创四街
11994,北庄户村
11995,花果山村
11996,宝隆公寓小区
11997,双峪路口
11998,俸伯派出所
11999,东王佐
12000,望都家园
12001,丁家洼村
12002,同华园小区
12003,马神庙
12004,山里辛庄客运站
12005,金盏
12006,后营
12007,南梨园村
12008,警察学院
12009,渠头村
12010,水务局
12011,九谷口
12012,李庄东口北
12013,滨河北站
12014,檀城社区
12015,东官庄
12016,地铁生物医药基地站
12017,光华桥西
12018,达岩
12019,燕化医院
12020,新潮三期
12021,上地南口
12022,三营门
12023,刑各庄
12024,对外经贸大学
12025,大宅
12026,灵水
12027,崇辛庄
12028,进口社区
12029,药批联合社区
12030,物资学院
12031,大兴法院
12032,银冶岭南
12033,东白岩村
12034,西府
12035,永丰南
12036,北郊农场桥南
12037,长店小区东口
12038,半岛广场东门
12039,黑庄户村
12040,鼓楼外大街南站
12041,后夏
12042,大户岭
12043,长阳国际城南
12044,望京花园
12045,琉璃河水泥厂
12046,岳上村
12047,陈家坟南
12048,北花枝胡同
12049,大羊坊居委会
12050,宝成公司
12051,菜园
12052,刘林池站
12053,库资胡同
12054,鱼水洞村
12055,半壁店乡政府
12056,滨河中路
12057,三山新新家园
12058,北京大学医学部
12059,马连店北
12060,云岗北里
12061,停车场
12062,大兴西环北路南站
12063,常营回族地区
12064,青云店二村三村
12065,民安社区
12066,环科中路
12067,桃山浴池
12068,开发区商贸街
12069,漪景园小区
12070,东官房
12071,沙湖南
12072,东寺庄村
12073,京裕大红门
12074,红庙社区
12075,定福皇庄南
12076,二一八厂
12077,牛堡屯
12078,东杏园
12079,天竺供销社
12080,燕化东风街
12081,西洼地社区
12082,佛子庄乡政府
12083,董各庄北站
12084,刘庄
12085,小龙门国家森林公园
12086,北京生物工程与医药产业开发区管委会
12087,平谷岳各庄
12088,大耕垡村
12089,苏庄二里社区
12090,草篮子
12091,龙禧苑区社区
12092,前曹各庄村
12093,交大东路南口
12094,龙虎台
12095,万里村北站
12096,贵园南里居委会
12097,忠兴庄村
12098,福长街
12099,土井村路东口
12100,红联村社区
12101,柳芳北里
12102,小铺头村
12103,高楼金
12104,西二路口
12105,南七家路口
12106,太子峪陵园南门
12107,宜春里社区
12108,罗庄东里社区
12109,玉兰园社区
12110,火村口
12111,黄土洼
12112,北官房胡同
12113,西马庄小区
12114,洪泰路南口
12115,三块石
12116,铁道路口
12117,旧太仓
12118,三号桥
12119,韩村河村
12120,程庄路
12121,二十里堡村
12122,开发区交通队
12123,太师屯东
12124,石各庄东
12125,昌平
12126,皮条沟
12127,育芳园社区
12128,枣园社区
12129,南皋村
12130,沙峪车站
12131,老仁庄村
12132,小金丝套胡同
12133,金鑫苑社区
12134,燕郊食品城
12135,王老铺村
12136,上甸子
12137,康石岭
12138,安定红绿灯
12139,南苑路果园
12140,砖瓦窑村
12141,水泥管厂
12142,杨宋镇政府
12143,四桥子
12144,青岚小镇
12145,西薛家湾胡同
12146,平台子村
12147,密云实验中学
12148,清源路东口
12149,小营路口
12150,东风乡
12151,曹官营村
12152,大羊坊
12153,黄村东大街东口南
12154,垡上营东
12155,胡庄村
12156,建材城东二里
12157,恩济东街
12158,苏子峪村
12159,西毓顺
12160,车站西街社区
12161,丰台桥梁厂
12162,西关小区
12163,昌平肖村
12164,夏家胡同东行
12165,仁达中学
12166,肖庄村
12167,教育局
12168,福绥境
12169,老山南路东口
12170,孙家村
12171,五侯
12172,孙家场村
12173,后石羊村
12174,旧县
12175,亭自庄路口
12176,北许场
12177,宴庄
12178,南辛庄村
12179,海户屯
12180,皂西社区
12181,王家村
12182,南大化
12183,北京物资学院地铁站
12184,前安岭
12185,荆家务东口
12186,农民日报社
12187,中芯花园
12188,百万庄东社区
12189,北街家园c区
12190,西台子
12191,凌庄村
12192,猪尾巴坑
12193,妫川广场
12194,山里辛庄西
12195,河堤
12196,当代城市家园社区
12197,地铁传媒大学站
12198,蓝调沙龙
12199,东北园
12200,岳各庄村
12201,纪窑村
12202,工人疗养院
12203,茶棚
12204,送变电公司
12205,金沟河
12206,窦店汽车站
12207,金各庄
12208,永利小区社区
12209,八道湾胡同
12210,通州小街桥东
12211,天宝南街
12212,长峪城路口
12213,百代胡同
12214,垛子村
12215,云景东路
12216,风港基地
12217,刘浩营
12218,上黎城
12219,长阳农场社区
12220,豆腐陈胡同
12221,观音寺永康胡同
12222,风雅园社区
12223,马家营村
12224,福州馆社区
12225,楼梁村
12226,恭俭胡同
12227,大兴刘各庄
12228,八里庄北里二居委会
12229,九周路桥北
12230,密云西大桥
12231,安宁庄东路
12232,长青胡同
12233,房山美廉美超市
12234,立台岭
12235,正大路西口
12236,力学胡同
12237,营盘
12238,胜利队
12239,北市村
12240,八道河岭
12241,北京市商业学校
12242,小杜社
12243,虎坊路社区
12244,路东饭庄
12245,潘道庙
12246,孙家坡南
12247,华远市场
12248,沙滩路口西
12249,七渡
12250,良乡工业开发区东门
12251,八北社区
12252,北苑路大屯
12253,海淀区残联
12254,新康园
12255,东杨坨
12256,大石桥村
12257,杨二营
12258,小汤山假日酒店
12259,袁庄村
12260,南窖村
12261,麻豆腐坊
12262,火沙路口
12263,后沙岭
12264,大瓦窑社区
12265,绒线胡同
12266,佟家坟
12267,付于屯村
12268,大红门北站
12269,星光二街
12270,兵马营二站
12271,木樨园桥
12272,乐园北一街
12273,辛营路口
12274,方庄桥西
12275,储库营
12276,东郏河村
12277,地兴居
12278,三槐堂
12279,定辛庄村
12280,洙水
12281,回民营
12282,万寿公园
12283,东方大学城活动中心
12284,茂林居社区
12285,芝麻巷
12286,小庄
12287,神龙
12288,下坡子
12289,天子庄园
12290,田寺村
12291,豆须胡同
12292,北官房
12293,北甸子村
12294,开发区路口
12295,金都大酒店
12296,北庄路口
12297,小井村
12298,上辛堡信用社
12299,北洼路
12300,宁村水塔
12301,羊坊仰山居委会
12302,三路居村
12303,拴马庄村西
12304,大山子桥东
12305,三炷香
12306,横桥
12307,宛平城城北社区
12308,青云店镇沙子营
12309,沿湖西门
12310,磁器口西
12311,宣庄户村
12312,南大化村
12313,甘东社区
12314,牛栏山一中分校
12315,和谐家园
12316,砖厂中路
12317,二合庄村南
12318,鲁谷桥东
12319,龙翔路社区
12320,小草厂
12321,召里
12322,安贞医院北站
12323,桑峪
12324,老才臣北厂
12325,冶金社区
12326,樱花园北区
12327,裕龙三区
12328,果园新里北区社区
12329,健翔桥西
12330,小石虎胡同
12331,槐树岭南站
12332,北京中医药大学良乡校区
12333,李家场
12334,金地格林小区
12335,种禽公司
12336,泃河路西
12337,檀营地区
12338,都城隍庙
12339,京煤集团
12340,雾灵山鹏跃山庄
12341,房山北街
12342,十八里店环岛
12343,侯村
12344,新华街西口
12345,磁各庄桥
12346,周起营村
12347,地铁上地站
12348,教委
12349,铁路道口
12350,东城商业住宅楼居委会
12351,王家台村
12352,西石古岩村
12353,饶乐府村
12354,于辛庄村
12355,樱花园三区
12356,仲恺农业工程学院
12357,燕郊东柳
12358,望京开发街道
12359,灵济宫
12360,堡子车站
12361,高博胡同
12362,四合庄一村
12363,首都经贸大学西校区
12364,复兴门
12365,东方大学城二期华联超市
12366,七里庄
12367,紫云园
12368,下岗胡同
12369,瑞丰农庄
12370,翠海明苑
12371,月季园
12372,后王会村
12373,延庆八里庄
12374,张各庄村
12375,海子角东口
12376,八王坟西
12377,大地港北
12378,中央美院城市设计学院
12379,贤王庄村
12380,白各庄公交场站
12381,高庄子村
12382,北郎中加油站
12383,双庙西
12384,马驹桥新桥南
12385,高家峪
12386,延庆火车站北广场
12387,啤酒厂南路
12388,密云鼓楼南大街
12389,南各庄村
12390,常舍村
12391,田村半壁店
12392,亭子庄北站
12393,沙坨道口
12394,延庆小营路口
12395,双星小区
12396,榆林
12397,金桥西街西站
12398,星城第一社区
12399,东杨庄村
12400,官园西门
12401,东黄梁
12402,杏树台小卖部
12403,万寿寺
12404,建西苑社区
12405,长春桥东
12406,北京科技职业学院
12407,大黄庄桥东
12408,望京国际商业中心
12409,青云店三村三村
12410,流村
12411,乐政务
12412,朱家胡同
12413,泗上村加油站
12414,本司胡同
12415,养马营
12416,后吕庄村
12417,总参通讯干休所
12418,五零六厂
12419,阜内大街西社区
12420,大井村
12421,古北口二站
12422,新峰后街
12423,天通中苑西区
12424,炮局胡同
12425,史长峪小学路口
12426,花塔看守所
12427,北曹各庄
12428,蓝天花园
12429,杨闸西站
12430,森林大第
12431,阜通东大街西口
12432,西永合庄
12433,牛圈子村
12434,永乐西小区
12435,东永和屯村
12436,平地村
12437,野山峡
12438,新风街号社区
12439,东太平村口
12440,大田庄村
12441,东丰乐村
12442,夏各庄中学
12443,北纬路东口
12444,河滩
12445,小石桥胡同
12446,温泉路东口
12447,水屯桥北
12448,西二旗一里社区
12449,地盛中路
12450,博兴六路公交场站
12451,房山矿家属区北
12452,秦家屯暴峪泉
12453,公各庄村
12454,中国公安大学大兴校区
12455,海鶄落东站
